Author,AuthorTitle,ColorMode,ColorProfile,CopyrightInfoUrl,CopyrightNotice,Created,CreateDate,CreatedByName,Description,DescriptionWriter,DocumentTitle,ExpireDate,ExtendedMetadata,Extension,Filename,FileSize,Flags,HasExif,Id,ImageText,IsVideo,Keywords,mmHeight,mmWidth,Modified,ModifyDate,ModifiedByName,Orientation,pxHeight,pxWidth,Resolution,Status,UniqueId,Usage,UseFormats
,,RGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,2015-01-12T08:33:47.8,2013-06-18T16:47:55,Hedvig Jorre,,6D Embroidery Software,Model with bag,9999-12-31T23:59:59.9999999,"{'GroupId': 0, 'Field': {}}",.jpg,HV - 1183.jpg,4447416,"[{'Id': 1, 'Label': 'Husqvarna Viking', 'Url': '/Data/tr3/hv_flag.png', 'Points': 0}]",True,3444,,False,"belt, fashion, interior, lifestyle",475.5,317.0,2015-01-12T08:33:50.653,2013-07-23T19:28:41,Hedvig Jorre,1,5616,3744,300.0,1,f22348f3-3b46-4091-a717-381f2ecfc038,[],True
